Play,Genre,Year,Playwright,Act & Scene,Character - Speaker,Gender ,Fragment,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
Macbeth,Tragedy,1606,William Shakespeare,"A1, S2",Sergeant,Male,"Doubtful it [broil] stood; As two spent swimmers, that do cling together And choke their art. ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S2",Sergeant,Male,"Disdaining Fortune, with his brandish'd steel, Which smoked with bloody execution, ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S2",Sergeant,Male,Like Valour's minion carved out his passage Till he faced the slave;,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S2",Sergeant,Male,"No sooner justice had, with valour arm'd, Compell'd these skipping kerns to trust their heels,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S2",Sergeant,Male,"with furbished arms and new supplies of men, Began a fresh assault.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S2",Sergeant,Male,"Dismayed not this [assault] our captains, Macbeth and Banquo? As sparrows eagles, or the hare the lion.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S2",Sergeant,Male,"As cannons overcharged with double cracks, so they Doubly redoubled strokes",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S2",ROSS,Male,"Till that Bellona's bridegroom, lapp'd in proof, Confronted him ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S3",ROSS,Male,His wonders and his praises do contend Which should be thine [military general] or his [the king's]:,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S3",BANQUO,Male,"to win us to our harm, The instruments of darkness tell us truths,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S3",MACBETH,Male,"I yield to that suggestion Whose horrid image doth unfix my hair And make my seated heart knock at my ribs, Against the use of nature",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S3",MACBETH,Male,"My thought, whose murder yet is but fantastical, Shakes so my single state of man [self]",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S3",MACBETH,Male,"function Is smother'd in surmise,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S4",MACBETH,Male,"The eye wink at the hand; yet let that be, Which the eye fears, when it [mruder] is done, to see.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S5",LADY MACBETH,Female,"That no compunctious visitings of nature Shake my fell purpose, ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S5",LADY MACBETH,Female,"you murdering ministers, Wherever, in your sightless substances, You wait on nature's mischief.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S7",MACBETH,Male," if the assassination Could trammel up the consequence, and catch with his surcease, success",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S7",MACBETH,Male,"teach Bloody instructions, which, being taught, return To plague the inventor:",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S7",MACBETH,Male,"[pity] Shall blow the horrid deed [murder] in every eye, That tears shall drown the wind.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A1, S7",LADY MACBETH,Female,"What beast was't, then, That made you break this enterprise [violent plan] to me?",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S1",MACBETH,Male,"wither'd murder, Alarum'd by his sentinel, the wolf, Whose howl's his watch,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S1",MACBETH,Male," thus with his [murder's] stealthy pace, With Tarquin's ravishing strides, towards his design Moves like a ghost. ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S2",LADY MACBETH,Female,"death and nature do contend about them, Whether they live or die.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S2",MACBETH,Male,"murder sleep', the innocent sleep,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S2",MACBETH,Male,"murder'd sleep, ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S2",MACBETH,Male,What hands are here? ha! they pluck out mine eyes.,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S2",LADY MACBETH,Female,A little water clears us of this deed [murder]:,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",LENNOX,Male,the earth Was feverous and did shake.,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACDUFF,Male,"Most sacrilegious murder hath broke ope The Lord's anointed temple, ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACDUFF,Male,and [murder]  stole thence The life o' the building!,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACDUFF,Male,"Shake off this downy sleep, death's counterfeit,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACDUFF,Male,"The repetition, in a woman's ear, Would murder as it fell.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,"The expedition of my violent love Outran the pauser, reason. ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,"the murderers, Steep'd in the colours of their trade,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",BANQUO,Male,"In the great hand of God I stand, and thence Against the undivulged pretence I fight Of treasonous malice.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MALCOLM,Male,"This murderous shaft that's shot Hath not yet lighted, and our safest way Is to avoid the aim.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,"the heavens, as troubled with man's act, Threaten his bloody stage:",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,dark night strangles the travelling lamp:,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",Old Man,Male,"unnatural, Even like the deed [murder] that's done.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,"[horses] Contending 'gainst obedience, as they would make War with mankind.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,Our fears in Banquo Stick deep;,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"Upon my head they placed a fruitless crown, put a barren sceptre in my gripe, Thence to be wrenched with an unlineal hand, No son of mine succeeding.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"tugg'd with fortune, ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,every minute of his being thrusts Against my near'st of life:,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"We have scortch'd the snake,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,our poor malice Remains in danger of her [snake] former tooth.,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"better be with the dead, Whom we, to gain our peace, have sent to peace, Than on the torture of the mind to lie In restless ecstasy.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,with thy [the night's] bloody and invisible hand Cancel and tear to pieces that great bond Which keeps me pale! ,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S3",BANQUO,Male,[murderer] O slave!,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"There the grown serpent lies; the worm that's fled Hath nature that in time will venom breed, ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"Blood hath been shed ere now, i' the olden time, Ere humane statute purged the gentle weal;",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,murders have been perform'd Too terrible for the ear:,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"Can such things [ghosts] be, and overcome us like a summer's cloud,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"It [murder] will have blood; they say, blood will have blood",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",LENNOX,Male,"the two delinquents tear, That were the slaves of drink and thralls of sleep?",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",LENNOX,Male,twould have anger'd any heart alive To hear the men deny't [murder],violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",Lord,Male,"Free from our feasts and banquets bloody knives,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,untie the winds and let them fight Against the churches; ,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,my heart Throbs to know,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"Thy crown does sear mine eye-balls. And thy hair, Thou other gold-bound brow, is like the first [heir].",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"Time, thou anticipatest my dread exploits [murders]:",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,This deed [murder] I'll do before this purpose cool.,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",LADY MACDUFF,Female,"the poor wren, The most diminutive of birds, will fight, Her young ones in her nest, against the owl.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",ROSS,Male,"when we hold rumour From what we fear, yet know not what we fear, But float upon a wild and violent sea",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",LADY MACDUFF,Female,"Do I put up that womanly defence, To say I have done no harm?",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"new sorrows Strike heaven on the face, ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"It [our country] weeps, it bleeds; and each new day a gash Is added to her wounds:",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"the poor state Esteem him [king] as a lamb, being compared With my confineless harms.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,my more-having would be as a sauce To make me hunger more that I should forge Quarrels unjust ,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"This avarice Sticks deeper, grows with more pernicious root Than summer-seeming lust, ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,and it [avarice] hath been The sword of our slain kings:,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"nation miserable, With an untitled tyrant bloody-scepter'd, When shalt thou see thy wholesome days again,",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,modest wisdom plucks me From over-credulous haste,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,the chance of goodness [victory] Be like our warranted quarrel!,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,sighs and groans and shrieks that rend the air,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,violent sorrow seems A modern ecstasy;,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,make our women fight To doff their dire distresses.,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",ROSS,Male,"to relate the manner [of death], Were, on the quarry of these murder'd deer, To add the death of you.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"Let's make us medicines of our great revenge, To cure this deadly grief.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,all my [father] pretty chickens and their dam at one fell swoop?,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"gentle heavens, Cut short all intermission. ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,Macbeth Is ripe for shaking.,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",MENTEITH,Male,Revenges burn in them;,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",ANGUS,Male,His secret murders sticking on his hands;,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S2",LENNOX,Male,To dew the sovereign flower and drown the weeds.,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"The mind I sway by, and the heart I bear, Shall never sag with doubt, nor shake with fear.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,"Go prick thy face, and over-red thy fear, ",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S3",MACBETH,Male,I'll fight till from my bones my flesh be hack'd.,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S4",SIWARD,Male,But certain issue strokes must arbitrate:,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S5",MACBETH,Male,"beard to beard, And beat them",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S6",MACDUFF,Male,our trumpets speak; those clamorous harbingers of blood and death.,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S7",MACBETH,Male,"They have tied me to a stake; I cannot fly, But, bear-like, I must fight the course.",violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S8",MACDUFF,Male,thou bloodier villain Than terms ,violence,,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A5, S9",ROSS,Male,"where he fought, But like a man he died.",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 1.,Ralph,Male,for shee beares the blowes.,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 2.,Wife,Female,"that which killes me most, When he recounts his Losses [�] The [weaknes of his state] soe much deiected, Not as a man repentant: but halfe madd:",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 2.,Husband,Male,"A vengeance strip thee naked, ",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 2.,Husband,Male,"thy wordes Shall kill my pleasures,",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 2.,1�Gent.,Male,"hee's more then mad That wounds himselfe, whose owne wordes do proclaym Scandalls vniust, to soile his better name:",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 2.,Gen.,Male,"Strike thine owne follies, for it is they Deserue to be wel beaten, ",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 2.,Gen.,Male,my reputation toucht to death.,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 2.,Gen.,Male,To laie thy hate vpon the fruitfull Honor of thine own bed.,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 2.,Husband,Male,Has the [to the gentleman] dog left me then After his tooth hath left me? ,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 3.,Husband,Male,Vniuersity That long word [runs through] mee.,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 3.,Wife,Female,how ruine with a palsie hand Begins to shake the auncient seat to dust:,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 4. ,Master,Male,his hope strook dead,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 4. ,Master,Male,the pride of his youth muffled in these dark clowds of oppression.,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 4. ,Master,Male,you haue kild the towardest hope of all our vniuesitie,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 4. ,Husband,Male,your sillables haue cleft me.  ,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 4. ,Husband,Male,Brus'd with an execution for my sake A bruse indeed makes many a mortall Sore till the graue cure em,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 4. ,Husband,Male,my brother's In execution among deuells that stretch him,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 4. ,Husband,Male,"in my heart her [hell's] seuerall torments dwell, Slauery and mysery.",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 4. ,Husband,Male,Tis charity to braine you.,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 5. ,Husband,Male,Ile breake your clamor with your neck,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 5. ,Husband,Male,to charme a womans tongue Is break hir neck,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 5. ,Husband & Servant,Male,Tug at thy master? -- Tug at a Monster.,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 5. ,Servant,Male,"the Deuil wrastles, ",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 5. ,Husband,Male,"Fates, Ile not leaue you one to trample on.",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 5. ,Master,Male,has he somde vp theis [children's murder],violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 5. ,Wife,Female,To see my children bleede before mine eies. A sight able to kill a mothers brest Without an executioner,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 5. ,Wife,Female,"Murder has tooke this chamber with ful hands, And [murder] wil nere out as long as the house stands.",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 6. ,Master,Male,"The Scithians in their marble hearted feates [violence], Could not haue acted more [remorselesse deeds] In their relentlesse natures",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 6. ,Husband,Male,"he can haue no more on's then our skins, And some of em want but fleaing.",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 6. ,Master,Male,H'as shed so much bloud that he cannot�blush.,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 7. ,Husband,Male,knock my house oth head.,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 7. ,Knight.,Male,in a cooler bloud you will repent it [violence].,violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 7. ,Husband,Male,haue weand him [killed],violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 8.,Wife,Female,"Vnkindnes strikes a deeper wound then steele,",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 8.,Husband,Male,"to kill me, thou hast given mine eies Seauen woonds [of Christ]",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 8.,Husband,Male,"now glides the deuill from mee, departes at euery ioynt, heaues vp my nailes.",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 8.,Husband,Male,"[the devil] To spred into a father, and in furie, Make him his childrens executioners",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 8.,Husband,Male,"And both your murthers shoote vpon my cheekes,",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 8.,Husband,Male,"my soull is bloudied, well may my lippes be so.",violence,,,,,,
A Yorkshire Tragedy,Tragedy,1605,Thomas Middleton,S 8.,Master,Male,One ioy is yet vnmurdered:,violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,"A 1, S 1",Valerius,Male,"the common-wealth is sicke of an ague, of which nothing can cure her but some violent and suddaine affrightment.",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,"A 1, S 1",Brutus,Male,"[the state] which my sword must pierce, To purge th'infected blood: ",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Tarquin,Male,"our awe is builded Vpon this royall base, and slaughtered body Of a dead King; ",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Lucretius,Male,"should my�Lucrece [daughter], Be of this pride, thefe handes should sacrifice Her blood vnto the Gods that dwell belowe,",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Tullia,Female,"Teare off the crowne, that yet empales the Temples Of our vsurping Father",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Brutus,Male,"Those Giants that wagde war against the Gods, For which ore-whelmed Mountaines hurld by Ioue, To scatter them, and giue timelesse Graues, Was not more cruell then this butcherie.",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Brutus,Male,did not this shee parracide add to her fathers wounds:,violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Brutus,Male,[Ioue] winke at parracides?,violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Brutus,Male,"had Servius [former king] been a shrub, the winde had not shooke him, ",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Brutus,Male,Heauen spares his rod so long?,violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Priest,Male,"by the heauens doome, Phoebus�thy thoughts no longer smother.",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Brutus,Male,"The bloud of the slaughtred sacrifice made this flore as slippry as the place where Tarquin [king] treades, ",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Tullia,Female,"But when in topping, on three�Tarquins�[princes] more, Like�Hydraes�heads grow to reuenge his [father's] death, ",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Aruns,Male,"thinke this kisse to be a crowne, thus wold we tug fort.",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Brutus,Male,"they tug for shadowes,",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Aruns,Male,"Through armed gates, and thousand swords il'e breake To shew my duty,",violence,,,,,,
The Rape of Lucrece,Tragedy,1607,Thomas Heywood,,Brutus,Male,"some violent bustling to breake through this thorny seruitude, ",violence,,,,,,
